clubLabel,venueLabel,coordinates,countryLabel
F.C. United of Manchester,Broadhurst Park,Point(-2.1804 53.5167),United Kingdom
F.C. Zebra,National Stadium,Point(125.580611 -8.557944),East Timor
F.C. Zenit St. Petersburg,Petrovsky Stadium,Point(30.286389 59.951944),Russia
F.K. Partizan,Partizan Stadium,Point(20.459167 44.788611),Serbia
F.K. Red Star Belgrade,Red Star Stadium,Point(20.464914 44.7832),Serbia
F.K. Sarajevo,Asim Ferhatović Hase Stadium,Point(18.408611111 43.873888888),Bosnia and Herzegovina
F.K. Vojvodina,Karađorđe Stadium,Point(19.842222 45.246667),Serbia
F.K. Željezničar Sarajevo,Stadion Grbavica,Point(18.387222 43.846667),Bosnia and Herzegovina
F91 Dudelange,Stade Jos Nosbaum,Point(6.084722222 49.472222222),Luxembourg
FAR Rabat,Prince Moulay Abdellah Stadium,Point(-6.889111 33.959861),Morocco
FBC Aurora,Estadio Mariano Melgar,Point(-71.535024 -16.408803),Peru
FBC Melgar,Estadio Monumental Virgen de Chapi,Point(-71.520203 -16.40729),Peru
FBC Piérola,Estadio Mariano Melgar,Point(-71.535024 -16.408803),Peru
FBC White Star,Estadio Mariano Melgar,Point(-71.535024 -16.408803),Peru
FBK Kaunas,Darius and Girėnas Stadium,Point(23.936944 54.897222),Lithuania
FC 08 Homburg,Waldstadion Homburg,Point(7.355 49.3161),Germany
FC 08 Villingen,Q1279928,Point(8.42972 48.0561),Germany
FC Aarau,Stadion Brügglifeld,Point(8.06 47.383333),Switzerland
FC Absheron,Mehdi Huseynzade Stadium,Point(49.674722 40.601389),Azerbaijan
FC Admira Wacker Mödling,Bundesstadion Südstadt,Point(16.3109 48.0976),Austria
FC Agro-Goliador Chişinău,Dinamo Stadium,Point(28.8191128 47.026665),Republic of Moldova
FC Ahrotekhservis Sumy,Yuvileiny Stadium,Point(34.799722 50.902222),Ukraine
FC Aktobe,Aktobe Central Stadium,Point(57.160278 50.291389),Kazakhstan
FC Akzhayik,Petr Atoyan Stadium,Point(51.350833 51.211944),Kazakhstan
FC Alania Vladikavkaz,Republican Spartak Stadium,Point(44.695 43.023056),Russia
FC Alania-d Vladikavkaz,Republican Spartak Stadium,Point(44.695 43.023056),Russia
FC Amkar Perm,Zvezda Stadium,Point(56.244636 57.990694),Russia
FC Andorra,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Spain
FC Andorra,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
FC Anker Wismar,Q1422988,Point(11.452 53.8857),Germany
FC Anyang,Anyang Sports Complex,Point(126.94656 37.405304),South Korea
FC Anzhi Makhachkala,Khazar Stadium,Point(47.618587 42.907901),Russia
FC Arabkir Yerevan,Nairi Stadium,Point(44.475231 40.154605),Armenia
FC Ararat Yerevan,Abovyan City Stadium,Point(44.635241 40.268409),Armenia
FC Argeș Pitești,Stadionul Nicolae Dobrin,Point(24.866422 44.846675),Romania
FC Arieșul Turda,Stadionul Municipal,Point(23.823611 46.563056),Romania
FC Arsenal Kyiv,Valeriy Lobanovskyi Dynamo Stadium,Point(30.535178 50.450435),Ukraine
FC Arsenal Tula,Arsenal Stadium,Point(37.603056 54.174167),Russia
FC Asmaral Moscow,Salyut Stadium,Point(36.579206 50.602689),Russia
FC Astana,Astana Arena,Point(71.401667 51.108056),Kazakhstan
FC Astana-1964,Kazhimukan Munaitpasov Stadium,Point(71.413312 51.162739),Kazakhstan
FC Astra Giurgiu,Stadionul Marin Anastasovici,Point(25.981389 43.896111),Romania
FC Atyrau,Munayshy Stadium,Point(51.908324 47.094085),Kazakhstan
FC Avirons,Q3495810,Point(55.3406 -21.2344),France
FC Aşgabat,Olympic Stadium,Point(58.377086111 37.904425),Turkmenistan
FC BATE Borisov,Borisov Arena,Point(28.4753 54.1931),Belarus
FC Baia Zugdidi,Gulia Tutberidze Stadium,Point(41.87388889 42.50888889),Georgia
FC Baku,Tofiq Bahramov Stadium,Point(49.852417 40.397333),Azerbaijan
FC Baltika Kaliningrad,Baltika Stadium,Point(20.490439 54.717136),Russia
FC Banants,Banants Stadium,Point(44.449938 40.171426),Armenia
FC Baník Ostrava,Bazaly,Point(18.299392 49.845111),Czech Republic
FC Barcelona,Camp Nou,Point(2.1225 41.380833),Spain
FC Barcelona,Ciutat Esportiva Joan Gamper,Point(2.05222222 41.37583333),Spain
FC Barcelona B,Mini Estadi,Point(2.118056 41.379722),Spain
FC Barcelona C,Mini Estadi,Point(2.118056 41.379722),Spain
FC Barcelona Hoquei,Palau Blaugrana,Point(2.12005 41.380081),Spain
FC Basel,St. Jakob-Park,Point(7.62 47.541389),Switzerland
FC Baulmes,Stade Sous-Ville,Point(6.525 46.78833333),Switzerland
FC Bayern Alzenau,Q2360118,Point(9.0593 50.0815),Germany
FC Bayern Munich,Allianz Arena,Point(11.624752777 48.218775),Germany
FC Bayern Munich,Sportpark Aschheim,Point(11.7236 48.1619),Germany
FC Bayterek,Astana Arena,Point(71.401667 51.108056),Kazakhstan
FC Belcard Grodno,Neman Stadium,Point(23.82072 53.688861),Belarus
FC Belize,MCC Grounds,Point(-88.189166666 17.504444444),Belize
FC Belshina Bobruisk,Spartak Stadium,Point(29.217222 53.140278),Belarus
FC Bern 1894,Stadion Neufeld,Point(7.43127 46.9609),Switzerland
FC Biel-Bienne,Gurzelen Stadion,Point(7.26104 47.1453),Switzerland
FC Bihor Oradea,Stadionul Iuliu Bodola,Point(21.93 47.071944),Romania
FC Botoșani,Stadionul Municipal,Point(26.6519 47.7483),Romania
FC Bourg-Péronnas,Stade Marcel-Verchère,Point(5.237222 46.21),France
FC Brașov,Stadionul Silviu Ploeşteanu,Point(25.585583 45.664806),Romania
FC Brest,Regional Sport Complex Brestskiy,Point(23.683914 52.089828),Belarus
FC Buffalo,All-High Stadium,Point(-78.831007 42.943069),United States of America
FC Buffalo,Jan Smuts Stadium,Point(27.905 -33.007),South Africa
FC CFR Timișoara,Stadionul CFR,Point(21.21052 45.753859),Romania
FC CFR Timișoara,Stadionul CFR,Point(21.2105 45.7539),Romania
FC CSKA Kyiv,CSK ZSU Stadium,Point(30.478439 50.444716),Ukraine
FC Carl Zeiss Jena,Ernst-Abbe-Sportfeld,Point(11.582778 50.915833),Germany
FC Cartagena,Estadio Cartagonova,Point(-0.995977 37.609746),Spain
FC Caspiy,Zhastar Stadium,Point(51.147333 43.664659),Kazakhstan
FC Cetatea Suceava,Stadionul Areni,Point(27.94715 45.258058),Romania
FC Chambly,Stade des Marais,Point(2.232333333 49.177472222),France
FC Chiasso,Stadio comunale Riva IV,Point(9.016686 45.834089),Switzerland
FC Chornomorets Odesa,Spartak Stadium,Point(30.748444 46.468389),Ukraine
FC Chornomorets-2 Odessa,Spartak Stadium,Point(30.748444 46.468389),Ukraine
FC Cincinnati,Nippert Stadium,Point(-84.516111111 39.131111111),United States of America
FC Concordia Basel,Stadion Rankhof,Point(7.620013888 47.561194444),Switzerland
FC DAC 1904 Dunajská Streda,DAC Stadion,Point(17.61833333 47.99888889),Hungary
FC Dacia Chișinău,Zimbru Stadium,Point(28.866944 46.980278),Republic of Moldova
FC Darida Minsk Raion,Dinamo-Yuni Stadium,Point(27.416553 53.904439),Belarus
FC Den Bosch,De Vliert,Point(5.329722 51.701667),Netherlands
FC Derby,Estádio Municipal Adérito Sena,Point(-24.985277777 16.8825),Cape Verde
FC Desna Chernihiv,Yuri Gagarin Stadium,Point(31.32722222 51.50166667),Ukraine
FC Dila Gori,Tengiz Burjanadze Stadium,Point(44.103828 41.983019),Georgia
FC Dinamo Batumi,Chele Arena,Point(41.774458 41.812981),Georgia
FC Dinamo București,Stadionul Dinamo,Point(26.102444 44.455083),Romania
FC Dinamo II București,Stadionul Florea Dumitrache,Point(26.1025 44.4575),Romania
FC Dinamo Minsk,Dinamo-Yuni Stadium,Point(27.416553 53.904439),Belarus
FC Dinamo Tbilisi,Dinamo Arena,Point(44.78975 41.723),Georgia
FC Dnepr Mogilev,Spartak Stadium,Point(30.340556 53.905278),Belarus
FC Dnipro Dnipropetrovsk,Dnipro Arena,Point(35.032472 48.460333),Ukraine
FC Dnipro Dnipropetrovsk Reserves and Youth Team,Stadium Meteor,Point(35.005556 48.435556),Ukraine
FC Dnipro-75 Dnipropetrovsk,Stadium Meteor,Point(35.005556 48.435556),Ukraine
FC Dordrecht,GN Bouw Stadion,Point(4.69 51.8025),Netherlands
FC Dornbirn 1913,Q2326052,Point(9.72417 47.4164),Austria
FC Drobeta-Turnu Severin,Stadionul Municipal,Point(22.667222 44.638611),Romania
FC Dunav Ruse,Gradski Stadium,Point(25.963056 43.848056),Bulgaria
FC Dunărea Giurgiu,Stadionul Marin Anastasovici,Point(25.981389 43.896111),Romania
FC Dynamo Barnaul,Dynamo Stadium,Point(83.793358 53.336028),Russia
FC Dynamo Kharkiv,Dynamo Stadium,Point(36.239917 50.021889),Ukraine
FC Dynamo Kyiv,Olimpiyskiy National Sports Complex,Point(30.521845 50.43341),Ukraine
FC Dynamo Makhachkala,Dynamo Stadium,Point(47.50720556 42.97982222),Russia
FC Dynamo Moscow,Arena Khimki,Point(37.45416667 55.88527778),Russia
FC Dynamo Saint Petersburg,Petrovsky Stadium,Point(30.286389 59.951944),Russia
FC Dynamo-2 Kyiv,Dynamo Training Center,Point(30.568333 50.322083),Ukraine
FC Edmonton,Clarke Stadium,Point(-113.478055555 53.557222222),Canada
FC Eindhoven,Jan Louwers Stadion,Point(5.479444 51.411667),Netherlands
FC Eintracht Bamberg,Fuchs-Park-Stadion,Point(10.9289 49.9006),Germany
FC Eintracht Norderstedt 03,Q1285906,Point(9.97705 53.677),Germany
FC Eintracht Rheine,Q1509496,Point(7.43189 52.2946),Germany
FC Ekibastuzets,Shakhtyor Stadium,Point(75.33646 51.730055),Kazakhstan
FC Elektrosila Leningrad,Petrovsky Stadium,Point(30.286389 59.951944),Russia
FC Emmen,JenS Vesting,Point(6.945556 52.774722),Netherlands
FC Emmenbrücke,Stadion Gersag,Point(8.283611 47.079722),Switzerland
FC Encamp,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
FC Energie Cottbus,Stadion der Freundschaft,Point(14.345556 51.751389),Germany
FC Erzgebirge Aue,Sparkassen-Erzgebirgsstadion,Point(12.711111 50.5975),Germany
FC Etar 1924 Veliko Tarnovo,Ivaylo Stadium,Point(25.620556 43.077222),Bulgaria
FC Fakel Voronezh,Tsentralnyi Profsoyuz Stadion,Point(39.204167 51.672778),Russia
FC Farul Constanța,Stadionul Farul,Point(28.639333 44.197278),Romania
FC Fastav Zlín,Letná Stadion,Point(17.669425 49.231311),Czech Republic
FC Flora Tallinn,A. Le Coq Arena,Point(24.73205 59.421292),Estonia
FC Fribourg,Stade Universitaire Saint-Léonard,Point(7.154 46.817),Switzerland
FC Frunzenets-Liha-99 Sumy,Yuvileiny Stadium,Point(34.799722 50.902222),Ukraine
FC Fyn,Odense Atletikstadion,Point(10.351111 55.398889),Denmark
FC Gloria Buzău,Stadionul Municipal,Point(26.803333 45.146028),Romania
FC Gloria Progresul Bistrița,Stadionul Gloria,Point(24.502778 47.130833),Romania
FC Gold Pride,Pioneer Stadium,Point(-122.061 37.6573),United States of America
FC Gomel,Central Stadium,Point(31.012094 52.436717),Belarus
FC Gossau,Q2312361,Point(9.2543 47.4104),Switzerland
FC Graffin Vlašim,Stadion Kollárova ulice,Point(14.8915 49.702603),Czech Republic
FC Gratkorn,Q1776570,Point(15.3385 47.1298),Austria
FC Grenchen,Stadion Brühl,Point(7.404031 47.185409),Switzerland
FC Groningen,Euroborg,Point(6.591388888 53.206111111),Netherlands
FC Gueugnon,Stade Jean Laville,Point(4.056058 46.595086),France
FC Guria Lanchkhuti,Evgrapi Shevardnadze Stadium,Point(42.047778 42.094722),Georgia
FC Gütersloh 2000,Heidewaldstadion,Point(8.388333 51.891667),Germany
FC Haka,Tehtaan kenttä,Point(24.020278 61.268056),Finland
FC Hirnyk-Sport Komsomolsk,Yunist Stadium,Point(33.6481 49.0042),Ukraine
FC Hlučín,Q12039421,Point(18.1953 49.8991),Czech Republic
FC Honka,Tapiolan Urheilupuisto,Point(24.781256 60.179119),Finland
FC Honka,Tapiolan Urheilupuisto,Point(24.781256 60.179119),Finland
FC Hoverla Uzhhorod,Avanhard Stadium,Point(22.276389 48.623611),Ukraine
FC Hoyvík,Gundadalur,Point(-6.7811394 62.0193487),Faroe Islands
FC Hradec Králové,Všesportovní stadion,Point(15.845278 50.206111),Czech Republic
FC Hämeenlinna,Kaurialan kenttä,Point(24.441944 60.993611),Finland
FC Ihroservice Simferopol,Fiolent Stadium,Point(34.104856 44.960947),Ukraine
FC Illichivets Mariupol,Illichivets Stadium,Point(37.558333 47.143722),Ukraine
FC Illichivets-2 Mariupol,Zakhidnyi Stadium,Point(37.515278 47.120278),Ukraine
FC Ingolstadt 04,Audi Sportpark,Point(11.482344 48.750275),Germany
FC Inter Sibiu,Stadionul Municipal,Point(24.143611 45.783056),Romania
FC Inter Turku,Veritas Stadion,Point(22.291667 60.442778),Finland
FC Irtysh Pavlodar,Pavlodar Central Stadium,Point(76.949712 52.276383),Kazakhstan
FC Iskra-Stal,Stadionul Orășenesc,Point(29.0043086 47.7745613),Republic of Moldova
FC Istres,Stade Parsemain,Point(4.981422 43.503428),France
FC JAX Destroyers,D. B. Milne Field,Point(-81.605682 30.356897),United States of America
FC Jazz,Pori Stadium,Point(21.774444 61.476667),Finland
FC Jokerit,Sonera Stadium,Point(24.9225 60.1875),Finland
FC Kairat,Almaty Central Stadium,Point(76.92435 43.238331),Kazakhstan
FC Kairat Academy,Almaty Central Stadium,Point(76.92435 43.238331),Kazakhstan
FC Kaisar,Gany Muratbayev Stadium,Point(65.503439 44.826029),Kazakhstan
FC Kallon,National Stadium,Point(-13.249056 8.479556),Sierra Leone
FC Karpaty Lviv,Ukraina Stadium,Point(24.048193 49.819234),Ukraine
FC Kharkiv,Dynamo Stadium,Point(36.239917 50.021889),Ukraine
FC Khimki,Rodina Stadium,Point(37.459 55.903),Russia
FC Kiisto,Kaarlen kenttä,Point(21.641111 63.082778),Finland
FC Kochin,"Jawaharlal Nehru Stadium, Kochi",Point(76.0 9.99722222),India
FC KooTeePee,Arto Tolsa Areena,Point(26.939722 60.4575),Finland
FC Koper,Bonifika Stadium,Point(13.730453 45.542356),Slovenia
FC Kotayk,Abovyan City Stadium,Point(44.635241 40.268409),Armenia
FC Krasnodar,Kuban Stadium,Point(38.999444444 45.025277777),Russia
FC Krylia Sovetov Samara,Metallurg Stadium,Point(50.271667 53.238333),Russia
FC Kryvbas Kryvyi Rih,Metalurh Stadium,Point(33.392462 47.895118),Ukraine
FC Kuban Krasnodar,Kuban Stadium,Point(38.999444444 45.025277777),Russia
FC Kuressaare,Kuressaare linnastaadion,Point(22.480172 58.242286),Estonia
FC Kuusysi,Lahden kisapuisto,Point(25.650278 60.986389),Finland
FC Kyzylzhar,Avangard Stadium,Point(69.152074 54.874085),Kazakhstan
FC Kärnten,Hypo-Arena,Point(14.278281 46.608847),Austria
FC La Chaux-de-Fonds,Centre Sportif de la Charrière,Point(6.836111 47.111389),Switzerland
FC Lahti,Lahti Stadium,Point(25.634167 60.983056),Finland
FC Lausanne-Sport,Stade Olympique de la Pontaise,Point(6.625 46.534),Switzerland
FC LeRK Brno,Městský fotbalový stadion Srbská,Point(16.586276 49.227162),Czech Republic
FC Leones,Estadio Francisco Montaner,Point(-66.631785 18.002422),United States of America
FC Levadia Tallinn,Kadriorg Stadium,Point(24.783444444 59.434472222),Estonia
FC Libourne-Saint-Seurin,Stade Jean-Antoine Moueix,Point(-0.234253 44.907354),France
FC Linz,Linzer Stadion,Point(14.276389 48.293333),Austria
FC Locarno,Stadio del Lido,Point(8.801544 46.162687),Switzerland
FC Lokomotiv Moscow,Lokomotiv Stadium,Point(37.741169 55.80355),Russia
FC Lokomotivi Tbilisi,Mikheil Meskhi Stadium,Point(44.746247 41.709617),Georgia
FC Lori Vanadzor,Lori Stadium,Point(44.493889 40.797222),Armenia
FC Luch-Energiya Vladivostok,Dynamo Stadium,Point(131.8788 43.1192),Russia
FC Lugano,Cornaredo Stadium,Point(8.961667 46.023611),Switzerland
FC Lusitanos,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
FC Lustenau 07,Reichshofstadion,Point(9.65278 47.4211),Austria
FC Luzern,Swissporarena,Point(8.305187 47.033264),Switzerland
FC Lviv,Ukraina Stadium,Point(24.048193 49.819234),Ukraine
FC Martigues,Stade Francis Turcan,Point(5.049444 43.407222),France
FC Megasport,Almaty Central Stadium,Point(76.92435 43.238331),Kazakhstan
FC Memmingen,Q1920009,Point(10.1661 47.9794),Germany
FC Merani Tbilisi,Sinatle Stadium,Point(44.859751 41.674824),Georgia
FC Metalist Kharkiv,Metalist Stadium,Point(36.261703 49.980858),Ukraine
FC Metalurgi Rustavi,Poladi Stadium,Point(45.006944 41.541),Georgia
FC Metalurh Donetsk,Metalurh Stadium,Point(37.798139 47.973222),Ukraine
FC Metalurh Zaporizhya,Slavutych-Arena,Point(35.096952 47.859627),Ukraine
FC Midtjylland,MCH Arena,Point(8.95166667 56.11666667),Denmark
FC Mika,Mika Stadium,Point(44.476449 40.149373),Armenia
FC Mordovia Saransk,Start Stadium,Point(45.192175 54.17583611),Russia
FC Moscow,Eduard Streltsov Stadium,Point(37.656389 55.716389),Russia
FC Mulhouse,Stade de l'Ill,Point(7.32111111 47.73805556),France
FC Naftan Novopolotsk,Atlant Stadium,Point(28.648333 55.537222),Belarus
FC Naftovyk-Ukrnafta Okhtyrka,Naftovyk Stadium,Point(34.889722 50.298611),Ukraine
FC Nancy,Stade Marcel Picot,Point(6.210687 48.6955),France
FC Neftekhimik Nizhnekamsk,Neftekhimik Stadium,Point(51.8025 55.6334),Russia
FC Neman Grodno,Neman Stadium,Point(23.82072 53.688861),Belarus
FC Nistru Otaci,Călărăşăuca Stadium,Point(27.811667 48.426389),Republic of Moldova
FC Nitra,Štadión pod Zoborom,Point(18.087506 48.321857),Slovakia
FC Norchi Dinamo Tbilisi,Sport-kompleksi Shatili,Point(44.80047 41.77854),Georgia
FC Nordsjælland,Farum Park,Point(12.353289 55.815847),Denmark
FC Nordstern Basel,Stadion Rankhof,Point(7.620013888 47.561194444),Switzerland
FC Nyva Ternopil,City Stadium,Point(25.609167 49.553056),Ukraine
FC Oberneuland,Q2312754,Point(8.93039 53.0799),Germany
FC Obolon Kyiv,Obolon Arena,Point(30.5075 50.527055555),Ukraine
FC Odesa,Spartak Stadium,Point(30.748444 46.468389),Ukraine
FC Oktan Perm,Zvezda Stadium,Point(56.244636 57.990694),Russia
FC Okzhetpes,Okzhetpes Stadium,Point(69.391667 53.285278),Kazakhstan
FC Oleksandriya,CSC Nika Stadium,Point(33.103611 48.674722),Ukraine
FC Olimpia,Stadionul Orășenesc,Point(27.913611 47.755278),Republic of Moldova
FC Olimpia Volgograd,"Olympia Stadium, Volgograd",Point(44.4772 48.7664),Russia
FC Olimpia-2,Stadionul Orășenesc,Point(27.913611 47.755278),Republic of Moldova
FC Ordabasy,Kazhimukan Munaitpasov Stadium,Point(69.593568 42.335493),Kazakhstan
FC Oss,Heesen Yachts Stadion,Point(5.528056 51.755),Netherlands
FC Oțelul Galați,Stadionul Oțelul,Point(28.022378 45.430236),Romania
FC Pakhtakor-2 Chilanzar,Pakhtakor Markaziy Stadium,Point(69.260244 41.315522),Uzbekistan
FC Palmira Odesa,Spartak Stadium,Point(30.748444 46.468389),Ukraine
FC Partizan Minsk,Traktar Stadium,Point(27.617222 53.881667),Belarus
FC Pasching,Waldstadion,Point(14.226667 48.235556),Austria
FC Petit-Goâve,Parc Anglade,Point(-72.861555555 18.43175),Haiti
FC Petrolul Ploiești,Stadionul Ilie Oană,Point(26.033333 44.940278),Romania
FC Petrotrest Saint Petersburg,Petrovsky Stadium,Point(30.286389 59.951944),Russia
FC Petržalka akadémia,Stadium FC Petržalka 1898,Point(17.1167 48.1333),Slovakia
FC Pirin Blagoevgrad,Hristo Botev Stadium,Point(23.1 42.026389),Bulgaria
FC Politehnica Chişinău,Dinamo Stadium,Point(28.8191128 47.026665),Republic of Moldova
FC Politehnica Iaşi,Stadionul Emil Alexandrescu,Point(27.561389 47.184583),Romania
FC Politehnica Timişoara,Stadionul Dan Păltinişanu,Point(21.244167 45.740556),Romania
FC Pommern Greifswald,Q2532191,Point(13.4144 54.0916),Germany
FC Pommern Stralsund,Q1387008,Point(13.0964 54.3099),Germany
FC Prykarpattya Ivano-Frankivsk,MCS Rukh,Point(24.69625 48.908056),Ukraine
FC Pyunik,Republican Stadium,Point(44.525833 40.171944),Armenia
FC Rapid București,Stadionul Giulești-Valentin Stănescu,Point(26.056831 44.455931),Romania
FC Rastatt 04,Q1337967,Point(8.19722 48.8347),Germany
FC Red Bull Salzburg,Red Bull Arena,Point(12.998222222 47.81625),Austria
FC Remscheid,Q2202683,Point(7.2635 51.1896),Germany
FC Ripensia Timișoara,Stadionul UMT,Point(21.25426 45.7704),Romania
FC Rosengård,Malmö IP,Point(12.995556 55.595),Sweden
FC Roskilde,Roskilde Idrætspark,Point(12.073 55.6372),Denmark
FC Rostov,Olimp-2,Point(39.76105278 47.24301111),Russia
FC Rot-Weiß Erfurt,Steigerwaldstadion,Point(11.037222 50.960278),Germany
FC Rotor Volgograd,Zenit Stadium,Point(44.580862 48.786851),Russia
FC Rotor-2 Volgograd,Traktor Stadium,Point(44.59203611 48.80113889),Russia
FC Rouen,Stade Robert Diochon,Point(1.070738 49.411078),France
FC Rus Saint Petersburg,Petrovsky Stadium,Point(30.286389 59.951944),Russia
FC Ryazan,CSK Stadium,Point(39.736111 54.614444),Russia
FC Rànger's,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
FC SKA-Energiya Khabarovsk,Lenin Stadium,Point(135.04638889 48.47888889),Russia
FC Salyut Belgorod,Salyut Stadium,Point(36.579206 50.602689),Russia
FC Samtredia,Erosi Manjgaladze Stadium,Point(42.33064 42.16084),Georgia
FC Santa Coloma,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
FC Saturn Ramenskoye,Saturn Stadium,Point(38.22694444 55.57722222),Russia
FC Savit Mogilev,Torpedo Stadium,Point(30.3225 53.9181),Belarus
FC Schaan,Sportsplatz Rheinwiese,Point(9.4926 47.1655),Liechtenstein
